id,magnitude,type,title,date,time,updated,url,detailUrl,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,geometryType,depth,latitude,longitude,place,location,continent,country,subnational,city,locality,postcode,what3words,timezone
usp000g4dv,5.6,earthquake,M 5.6 - ,2008-04-20T13:01:20,1208696480490,1651520308951,https://earthquake.usgs.gov/earthquakes/eventpage/usp000g4dv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000g4dv&format=geojson,0,0,6,,reviewed,0,482,us,p000g4dv,",gcmtc200804201301a,usp000g4dv,gcmt20080420130120,iscgem10882156,atlas20080420130120,",",gcmt,us,gcmt,iscgem,atlas,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",94,0,0.95,37.4,mwb,Point,3.6,-7.85,125.685,,,,Indonesia,Maluku,,Maluku,,inconvenient.cacti.paraphrase,540
usp000g4af,6,earthquake,"M 6.0 - 72 km N of Metinaro, Timor Leste",2008-04-19T10:21:12,1208600472500,1657741780816,https://earthquake.usgs.gov/earthquakes/eventpage/usp000g4af,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000g4af&format=geojson,4,3,6,,reviewed,0,555,us,p000g4af,",usp000g4af,us2008rabc,gcmtc200804191021a,gcmt20080419102112,iscgem10882152,atlas20080419102112,",",us,us,gcmt,gcmt,iscgem,atlas,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",162,0,1.04,37.2,mwb,Point,10,-7.875,125.722,"72 km N of Metinaro, Timor Leste","Metinaro, Timor Leste",,Indonesia,Maluku,,Maluku,,froze.nicety.costless,540
usp000g49j,6.1,earthquake,"M 6.1 - 79 km N of Metinaro, Timor Leste",2008-04-19T03:12:25,1208574745180,1657742006376,https://earthquake.usgs.gov/earthquakes/eventpage/usp000g49j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000g49j&format=geojson,6,4,6,,reviewed,0,575,us,p000g49j,",usp000g49j,us2008raas,gcmtc200804190312a,gcmt20080419031225,atlas20080419031225,iscgem12942553,",",us,us,gcmt,gcmt,atlas,iscgem,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",207,0,1.17,37.4,mwc,Point,13,-7.815,125.694,"79 km N of Metinaro, Timor Leste","Metinaro, Timor Leste",,Indonesia,Maluku,,Maluku,,spore.scaly.tempted,540
usp000g2y3,5.7,earthquake,"M 5.7 - 68 km WSW of Pagar Alam, Indonesia",2008-04-02T08:48:49,1207126129730,1657743823468,https://earthquake.usgs.gov/earthquakes/eventpage/usp000g2y3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000g2y3&format=geojson,7,5,5,,reviewed,0,503,us,p000g2y3,",usp000g2y3,us2008qiaw,choy20080402084849,gcmtc200804020848a,gcmt20080402084849,iscgem13346277,",",us,us,choy,gcmt,gcmt,iscgem,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",426,0,0.81,32.1,mwc,Point,67,-4.346,102.717,"68 km WSW of Pagar Alam, Indonesia","Pagar Alam, Indonesia",,Indonesia,Bengkulu,,Bengkulu,,strikingly.quacking.tagged,420
usp000g0tp,5.9,earthquake,"M 5.9 - 96 km NNE of Tobelo, Indonesia",2008-03-06T01:21:59,1204766519130,1651526012564,https://earthquake.usgs.gov/earthquakes/eventpage/usp000g0tp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000g0tp&format=geojson,0,0,4,,reviewed,0,536,us,p000g0tp,",choy20080306012159,gcmtc200803060121a,usp000g0tp,gcmt20080306012159,iscgem13482488,",",choy,gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",276,0,0.91,27.8,mwc,Point,125,2.572,128.232,"96 km NNE of Tobelo, Indonesia","Tobelo, Indonesia",,Indonesia,North Maluku,,Molucca Sea,,dabbles.hairdressers.spraining,540
usp000g0k9,6.9,earthquake,M 6.9 - Philippine Islands region,2008-03-03T14:11:14,1204553474620,1657746092829,https://earthquake.usgs.gov/earthquakes/eventpage/usp000g0k9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000g0k9&format=geojson,18,4,5,,reviewed,0,740,us,p000g0k9,",usp000g0k9,us2008pdbs,choy20080303141114,gcmtc200803031411a,duputel200803031411a,iscgem13479981,atlas20080303141114,",",us,us,choy,gcmt,duputel,iscgem,atlas,",",associate,disassociate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",544,0,0.94,25.9,mwc,Point,24,13.351,125.63,Philippine Islands region,Philippine Islands region,,,,,Philippines,,ramble.busloads.privately,480
usp000fyuj,6.2,earthquake,"M 6.2 - 185 km ENE of Lospalos, Timor Leste",2008-02-13T19:58:46,1202932726130,1651520933871,https://earthquake.usgs.gov/earthquakes/eventpage/usp000fyuj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000fyuj&format=geojson,0,0,5,,reviewed,0,591,us,p000fyuj,",choy20080213195846,gcmtc200802131958a,usp000fyuj,gcmt20080213195846,atlas20080213195846,iscgem12942249,",",choy,gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",370,0,0.93,33.4,mwc,Point,19,-8.158,128.644,"185 km ENE of Lospalos, Timor Leste","Lospalos, Timor Leste",,Indonesia,Maluku,,Maluku,,courtyard.uncreative.parasols,540
usp000fyc1,5.8,earthquake,"M 5.8 - 88 km NNW of Gorontalo, Indonesia",2008-02-07T07:50:55,1202370655250,1651520235748,https://earthquake.usgs.gov/earthquakes/eventpage/usp000fyc1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000fyc1&format=geojson,0,0,4,,reviewed,0,518,us,p000fyc1,",gcmtc200802070750a,usp000fyc1,gcmt20080207075055,iscgem10623336,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",86,0,1.08,47,mwc,Point,35.6,1.228,122.653,"88 km NNW of Gorontalo, Indonesia","Gorontalo, Indonesia",,Indonesia,Gorontalo,,Gorontalo,,converges.translations.pantomimed,480
usp000fxrt,6.2,earthquake,"M 6.2 - 154 km NNE of Lospalos, Timor Leste",2008-01-30T07:32:42,1201678362800,1651525130644,https://earthquake.usgs.gov/earthquakes/eventpage/usp000fxrt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000fxrt&format=geojson,0,0,5,,reviewed,0,591,us,p000fxrt,",choy20080130073242,gcmtc200801300732a,usp000fxrt,gcmt20080130073242,iscgem13344908,",",choy,gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",321,0,1.05,31.6,mwc,Point,8,-7.302,127.688,"154 km NNE of Lospalos, Timor Leste","Lospalos, Timor Leste",,Indonesia,Maluku,,Maluku,,reformulate.conspiratorial.mightier,540
usp000fwmm,5.7,earthquake,"M 5.7 - 4 km SSE of Bontoc, Philippines",2008-01-13T12:15:35,1200226535600,1657753054280,https://earthquake.usgs.gov/earthquakes/eventpage/usp000fwmm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000fwmm&format=geojson,26,5,7,,reviewed,0,513,us,p000fwmm,",usp000fwmm,us2008mdam,gcmtc200801131215a,gcmt20080113121535,iscgem13333801,atlas20080113121535,",",us,us,gcmt,gcmt,iscgem,atlas,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",170,0,1.09,51.7,mwc,Point,10,17.048,120.989,"4 km SSE of Bontoc, Philippines","Bontoc, Philippines",,Philippines,Cordillera Administrative Region,Bontoc,Talubin,,stringency.mapping.undefended,480
usp000fw5w,5.6,earthquake,"M 5.6 - 3 km W of Arteche, Philippines",2008-01-07T07:46:29,1199691989680,1651525039071,https://earthquake.usgs.gov/earthquakes/eventpage/usp000fw5w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000fw5w&format=geojson,0,0,5,,reviewed,0,482,us,p000fw5w,",gcmtc200801070746a,usp000fw5w,gcmt20080107074629,iscgem13329492,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",149,0,0.85,53.7,mwc,Point,55.8,12.263,125.376,"3 km W of Arteche, Philippines","Arteche, Philippines",,Philippines,Eastern Visayas,,Eastern Samar,,pityingly.trio.unhelpful,480
usp000h58g,5.3,earthquake,"M 5.3 - 2 km NE of Paracelis, Philippines",2009-12-21T19:59:22,1261425562130,1657926508666,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h58g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h58g&format=geojson,14,5,6,,reviewed,0,439,us,p000h58g,",us2009qlay,usp000h58g,gcmtc200912211959a,gcmt20091221195922,atlas20091221195922,",",us,us,gcmt,gcmt,atlas,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",134,0,0.89,49.1,mwc,Point,10,17.284,121.485,"2 km NE of Paracelis, Philippines","Paracelis, Philippines",,Philippines,Cordillera Administrative Region,Paracelis,Buringal,,meandered.soiling.thrushes,480
usp000h4p8,5.5,earthquake,"M 5.5 - Samar, Philippines",2009-12-02T20:27:12,1259785632190,1600705428855,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h4p8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h4p8&format=geojson,0,0,6,,reviewed,0,465,us,p000h4p8,",gcmtc200912022027a,usp000h4p8,gcmt20091202202712,",",gcmt,us,gcmt,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",140,0,0.86,39.1,mwc,Point,14,12.189,125.552,"Samar, Philippines","Samar, Philippines",,Philippines,Eastern Visayas,,Eastern Samar,,documenting.barbed.closes,480
usp000h3ys,5.7,earthquake,"M 5.7 - 2 km NE of Jabonga, Philippines",2009-11-11T13:48:19,1257947299240,1657918364366,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h3ys,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h3ys&format=geojson,48,6,6,,reviewed,0,529,us,p000h3ys,",us2009nwas,usp000h3ys,gcmtc200911111348a,gcmt20091111134819,atlas20091111134819,iscgem13932170,",",us,us,gcmt,gcmt,atlas,iscgem,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",144,0,1.06,47.9,mwb,Point,23.6,9.358,125.531,"2 km NE of Jabonga, Philippines","Jabonga, Philippines",,Philippines,Caraga,,Lake Mainit,,housemates.integration.gleeful,480
usp000h3vc,6.6,earthquake,"M 6.6 - 29 km NNW of Bima, Indonesia",2009-11-08T19:41:43,1257709303360,1657917962120,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h3vc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h3vc&format=geojson,10,7,6,,reviewed,0,677,us,p000h3vc,",usp000h3vc,us2009nta5,choy20091108194143,gcmtc200911081941a,gcmt20091108194143,duputel200911081941a,atlas20091108194143,iscgem13921289,",",us,us,choy,gcmt,gcmt,duputel,atlas,iscgem,",",associate,dyfi,focal-mechanism,general-text,impact-text,moment-tensor,origin,phase-data,poster,shakemap,trump-shakemap,",305,0,1.03,20.4,mwc,Point,18,-8.207,118.631,"29 km NNW of Bima, Indonesia","Bima, Indonesia",,Indonesia,West Nusa Tenggara,,West Nusa Tenggara,,biometric.maestro.skipped,480
usp000h3qu,5.5,earthquake,"M 5.5 - 10 km ESE of San Ignacio, Philippines",2009-11-04T06:21:46,1257315706890,1651526737802,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h3qu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h3qu&format=geojson,0,0,4,,reviewed,0,465,us,p000h3qu,",gcmtc200911040621a,usp000h3qu,gcmt20091104062146,iscgem13910570,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",131,0,0.91,19.7,mwb,Point,116,7.089,126.575,"10 km ESE of San Ignacio, Philippines","San Ignacio, Philippines",,Philippines,Davao Region,Manay,Manay,,girder.murmur.nearsighted,480
usp000h3c5,6.9,earthquake,"M 6.9 - 268 km WSW of Tual, Indonesia",2009-10-24T14:40:43,1256395243720,1657914446645,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h3c5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h3c5&format=geojson,571,4,6,,reviewed,0,972,us,p000h3c5,",usp000h3c5,us2009ndan,choy20091024144043,gcmtc200910241440a,gcmt20091024144043,duputel200910241440a,iscgem13908894,",",us,us,choy,gcmt,gcmt,duputel,iscgem,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",397,0,0.81,11,mwc,Point,130,-6.133,130.385,"268 km WSW of Tual, Indonesia","Tual, Indonesia",,Indonesia,Maluku,,Maluku,,campaigner.hustlers.corpus,540
usp000h35d,5.7,earthquake,"M 5.7 - 14 km S of Calatagan, Philippines",2009-10-18T23:50:10,1255909810540,1657912643776,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h35d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h35d&format=geojson,60,3,4,,reviewed,0,518,us,p000h35d,",us2009mxcb,usp000h35d,gcmtc200910182350a,gcmt20091018235010,iscgem13867445,",",us,us,gcmt,gcmt,iscgem,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",186,0,0.99,18.2,mwc,Point,155.6,13.704,120.655,"14 km S of Calatagan, Philippines","Calatagan, Philippines",,Philippines,Calabarzon,Calatagan,Calatagan,4215,twinning.constricted.lyricists,480
usp000h34g,5.5,earthquake,"M 5.5 - 89 km ENE of Kendari, Indonesia",2009-10-18T08:26:14,1255854374560,1651526657343,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h34g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h34g&format=geojson,0,0,5,,reviewed,0,465,us,p000h34g,",gcmtc200910180826a,usp000h34g,gcmt20091018082614,iscgem13867314,atlas20091018082614,",",gcmt,us,gcmt,iscgem,atlas,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",119,0,0.95,36.9,mwc,Point,22.3,-3.629,123.247,"89 km ENE of Kendari, Indonesia","Kendari, Indonesia",,Indonesia,Southeast Sulawesi,,Southeast Sulawesi,,grafted.creased.stallion,480
usp000h34f,5.6,earthquake,"M 5.6 - 84 km ENE of Kendari, Indonesia",2009-10-18T08:23:25,1255854205810,1651526652232,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h34f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h34f&format=geojson,0,0,6,,reviewed,0,482,us,p000h34f,",gcmtc200910180823a,usp000h34f,gcmt20091018082325,iscgem13867313,atlas20091018082325,",",gcmt,us,gcmt,iscgem,atlas,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",201,0,0.87,36.8,mwb,Point,20.9,-3.651,123.203,"84 km ENE of Kendari, Indonesia","Kendari, Indonesia",,Indonesia,Southeast Sulawesi,,Southeast Sulawesi,,biscuits.smattering.messed,480
usp000h325,6.1,earthquake,"M 6.1 - 69 km WSW of Labuan, Indonesia",2009-10-16T09:52:50,1255686770830,1657912054766,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h325,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h325&format=geojson,249,5,5,,reviewed,0,692,us,p000h325,",usp000h325,us2009mva4,choy20091016095250,gcmtc200910160952a,gcmt20091016095250,iscgem13859068,atlas20091016095250,",",us,us,choy,gcmt,gcmt,iscgem,atlas,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",388,0,1.02,15.2,mwc,Point,38,-6.534,105.223,"69 km WSW of Labuan, Indonesia","Labuan, Indonesia",,Indonesia,Banten,,Pulau Panaitan,,laudable.separates.impatient,420
usp000h30u,5.7,earthquake,"M 5.7 - 82 km ENE of Kendari, Indonesia",2009-10-15T18:33:36,1255631616680,1651530693780,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h30u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h30u&format=geojson,0,0,6,,reviewed,0,500,us,p000h30u,",gcmtc200910151833a,usp000h30u,gcmt20091015183336,atlas20091015183336,iscgem15928464,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",216,0,1.02,36.7,mwc,Point,17.1,-3.615,123.16,"82 km ENE of Kendari, Indonesia","Kendari, Indonesia",,Indonesia,Southeast Sulawesi,Morowali,Pulau Menui,,crumpling.nationals.ejects,480
usp000h2w0,6,earthquake,"M 6.0 - 135 km N of Tobelo, Indonesia",2009-10-13T11:38:05,1255433885310,1651526587584,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h2w0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h2w0&format=geojson,0,0,5,,reviewed,0,554,us,p000h2w0,",choy20091013113805,gcmtc200910131138a,usp000h2w0,gcmt20091013113805,iscgem13850154,",",choy,gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",207,0,1.02,28.6,mwc,Point,32,2.93,128.232,"135 km N of Tobelo, Indonesia","Tobelo, Indonesia",,Indonesia,North Maluku,,Molucca Sea,,assessed.quintuple.substituted,540
usp000h1n0,5.8,earthquake,"M 5.8 - 91 km W of Tobelo, Indonesia",2009-09-18T18:34:22,1253298862140,1651529826097,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h1n0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h1n0&format=geojson,0,0,4,,reviewed,0,518,us,p000h1n0,",gcmtc200909181834a,usp000h1n0,gcmt20090918183422,iscgem15161994,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",179,0,0.95,40.5,mwc,Point,92.7,1.755,127.189,"91 km W of Tobelo, Indonesia","Tobelo, Indonesia",,Indonesia,North Maluku,,Molucca Sea,,overshadowing.gusty.edgily,540
usp000h1mu,5.7,earthquake,"M 5.7 - 3 km NE of San Miguel, Philippines",2009-09-18T11:53:48,1253274828010,1657907014886,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h1mu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h1mu&format=geojson,3,6,7,,reviewed,0,502,us,p000h1mu,",usp000h1mu,us2009lsaw,gcmtc200909181153a,gcmt20090918115348,iscgem15161993,atlas20090918115348,",",us,us,gcmt,gcmt,iscgem,atlas,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",88,0,1.13,40.4,mwc,Point,10,6.513,124.715,"3 km NE of San Miguel, Philippines","San Miguel, Philippines",,Philippines,Soccsksargen,,South Cotabato,,predetermined.central.blinkered,480
usp000h1mh,5.9,earthquake,"M 5.9 - 41 km WSW of Batasan, Philippines",2009-09-18T06:23:53,1253255033490,1657906917308,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h1mh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h1mh&format=geojson,50,4,5,,reviewed,0,556,us,p000h1mh,",usp000h1mh,us2009lsap,gcmtc200909180624a,gcmt20090918062353,iscgem15480659,",",us,us,gcmt,gcmt,iscgem,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",294,0,1.07,29.9,mwb,Point,12,12.616,120.429,"41 km WSW of Batasan, Philippines","Batasan, Philippines",,Philippines,,,Apo Reef Natural Park Buffer Zone,,forgives.charger.immigrating,480
usp000h1bv,5.8,earthquake,"M 5.8 - 249 km WNW of Gorontalo, Indonesia",2009-09-08T18:51:22,1252435882890,1651529819400,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h1bv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h1bv&format=geojson,0,0,5,,reviewed,0,518,us,p000h1bv,",gcmtc200909081851a,usp000h1bv,gcmt20090908185122,atlas20090908185122,iscgem15161847,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",167,0,0.83,19.8,mwc,Point,22.5,1.118,120.897,"249 km WNW of Gorontalo, Indonesia","Gorontalo, Indonesia",,Indonesia,Central Sulawesi,Tolitoli,Galang,,heaping.untroubled.gobbling,480
usp000h153,5.5,earthquake,"M 5.5 - Java, Indonesia",2009-09-02T08:02:21,1251878541200,1600704852551,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h153&format=geojson,0,0,4,,reviewed,0,465,us,p000h153,",usp000h153,",",us,",",impact-text,origin,phase-data,shakemap,",53,0,0.97,30.1,mb,Point,51.8,-7.817,107.393,"Java, Indonesia","Java, Indonesia",,Indonesia,West Java,,West Java,,potent.impunity.blasters,420
usp000h152,7,earthquake,"M 7.0 - 66 km SSW of Banjar, Indonesia",2009-09-02T07:55:01,1251878101050,1657904586843,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h152&format=geojson,601,7,7,,reviewed,0,1175,us,p000h152,",us2009lbat,usp000h152,choy20090902075501,gcmtc200909020755a,duputel200909020755a,gcmt20090902075501,iscgem15161670,atlas20090902075501,",",us,us,choy,gcmt,duputel,gcmt,iscgem,atlas,",",associate,dyfi,focal-mechanism,general-text,impact-text,moment-tensor,origin,phase-data,poster,shakemap,trump-shakemap,",312,0,0.89,16.3,mwc,Point,46,-7.782,107.297,"66 km SSW of Banjar, Indonesia","Banjar, Indonesia",,Indonesia,West Java,,West Java,,magnetism.unlettered.rippling,420
usp000h08u,5.7,earthquake,"M 5.7 - 41 km SSE of Pondaguitan, Philippines",2009-08-12T20:04:25,1250107465010,1657899778591,https://earthquake.usgs.gov/earthquakes/eventpage/usp000h08u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000h08u&format=geojson,4,4,4,,reviewed,0,501,us,p000h08u,",us2009kfb7,usp000h08u,gcmtc200908122004a,gcmt20090812200425,iscgem15159809,",",us,us,gcmt,gcmt,iscgem,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",157,0,0.95,35.3,mwb,Point,95.7,6.04,126.376,"41 km SSE of Pondaguitan, Philippines","Pondaguitan, Philippines",,,,,Philippines,,ecologists.sequins.airmail,480
usp000gzpr,5.7,earthquake,"M 5.7 - 95 km SSW of Pagar Alam, Indonesia",2009-07-26T23:10:23,1248649823510,1651530528359,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gzpr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000gzpr&format=geojson,0,0,4,,reviewed,0,500,us,p000gzpr,",choy20090726231024,gcmtc200907262310a,usp000gzpr,gcmt20090726231024,iscgem15742390,",",choy,gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",316,0,1.3,15.9,mwc,Point,40,-4.811,102.895,"95 km SSW of Pagar Alam, Indonesia","Pagar Alam, Indonesia",,Indonesia,Bengkulu,,Bengkulu,,creed.nattering.frontispiece,420
usp000gyq8,5.7,earthquake,"M 5.7 - 133 km NW of Gorontalo, Indonesia",2009-06-28T14:19:30,1246198770000,1651526264885,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gyq8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000gyq8&format=geojson,0,0,4,,reviewed,0,500,us,p000gyq8,",gcmtc200906281419a,usp000gyq8,gcmt20090628141930,iscgem13682200,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",120,0,1.04,25.2,mwc,Point,36.7,1.381,122.204,"133 km NW of Gorontalo, Indonesia","Gorontalo, Indonesia",,,,,Celebes Sea,,remotes.dilemma.uncontrollable,480
usp000gxnt,5.7,earthquake,"M 5.7 - 13 km SE of Mangili, Philippines",2009-05-29T19:51:18,1243626678040,1657882826383,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gxnt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000gxnt&format=geojson,6,6,4,,reviewed,0,503,us,p000gxnt,",us2009hfb1,usp000gxnt,gcmtc200905291951a,gcmt20090529195118,iscgem15155586,",",us,us,gcmt,gcmt,iscgem,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",192,0,1.06,19.2,mwc,Point,160.1,5.927,125.776,"13 km SE of Mangili, Philippines","Mangili, Philippines",,Philippines,Davao Region,Jose Abad Santos,Jose Abad Santos,,factually.heelpiece.accents,480
usp000gxc9,5.7,earthquake,"M 5.7 - 44 km ENE of Kinablangan, Philippines",2009-05-21T05:53:53,1242885233740,1651520979885,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gxc9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000gxc9&format=geojson,0,0,4,,reviewed,0,500,us,p000gxc9,",gcmtc200905210553a,usp000gxc9,gcmt20090521055353,iscgem13469810,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",227,0,1.01,23.3,mwc,Point,14,7.894,126.899,"44 km ENE of Kinablangan, Philippines","Kinablangan, Philippines",,,,,Philippines,,survivors.impairing.feeders,480
usp000gx2w,5.7,earthquake,"M 5.7 - 195 km ESE of Sarangani, Philippines",2009-05-13T08:54:54,1242204894030,1651529584597,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gx2w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000gx2w&format=geojson,0,0,5,,reviewed,0,500,us,p000gx2w,",gcmtc200905130855a,usp000gx2w,gcmt20090513085454,atlas20090513085454,iscgem15154291,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",142,0,0.75,34.3,mwc,Point,35,4.431,126.931,"195 km ESE of Sarangani, Philippines","Sarangani, Philippines",,Indonesia,North Sulawesi,,North Sulawesi,,inclusion.dustbin.mentoring,480
usp000gweg,5.7,earthquake,"M 5.7 - 128 km SE of Amahai, Indonesia",2009-04-21T05:33:22,1240292002030,1651529575292,https://earthquake.usgs.gov/earthquakes/eventpage/usp000gweg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000gweg&format=geojson,0,0,4,,reviewed,0,500,us,p000gweg,",gcmtc200904210533a,usp000gweg,gcmt20090421053322,iscgem15153896,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",132,0,1.05,42.9,mwc,Point,30.2,-4.23,129.664,"128 km SE of Amahai, Indonesia","Amahai, Indonesia",,Indonesia,Maluku,,Maluku,,headlined.reconstructing.blurred,540
